transliteration,meaning_en,meaning_ar,phnid,hieroglyphs
Ahw,"misery, trouble, pain, injury, illness",بؤس، ضيق، هَم، حزن، ألم، إصابة,2,𓄿𓉔𓅱𓅪𓄿𓉔𓅪𓇋𓉔𓍢𓅪𓏥𓇋𓉔𓐎𓅪𓄿𓉔𓐎𓅪𓇋𓉔𓅪𓇋𓉔𓁣𓋞
Ahmt,sorrow,حزن، أسى,2,𓄿𓉔𓐝𓏏𓅪𓏥
Ahd,"quiver, palpitate, be weak (?), (be) feeble, faint",يرتجف، ينبض بسرعة، يضعف,2,𓄿𓉔𓂧𓅪𓄿𓉔𓂧𓀁
AH,kind of bread,نوع من الخبز او الفطائر,2,𓄿𓎛𓈀𓏥𓄿𓎛𓏒𓎛𓄿𓏒𓎛𓄿𓈀
AHt,"field, arable land, earth, mould",حقل، ارض صالحة للزراعة، أرض,2,𓄿𓎛𓏏𓈇𓎛𓄿𓏏𓈇𓎛𓄿𓏏𓈇𓈅
Ax,fame (?),شُهرة (؟),2,𓅜𓐍𓏛𓅜
Ax,become a spirit (vb.),يصبح روح (بعد الموت),2,𓅜𓐍𓏛𓅜
Ax,"glorious, splendid, be beneficial, useful, profitable, something advantageous, usefulness",مجيد، بديع، نافع، مريح، مفيد,2,𓅜𓐍𓏛𓅜
Ax,blessed spirit,روح مبارَكة,2,𓅜𓏤
Ax,the spirit-state (after death),حالة الروح (طبيعة المتوفى بعد الموت),2,𓅜𓏤𓄿𓐍𓏛
Ax,spirit,روح,2,𓅜𓐍𓀼𓅜𓏤𓀽𓅜𓄿𓐍𓅜𓐍
Ax,papyrus thicket,أحراش من البردى,2,𓄿𓐍𓇇
Ax,"Become Useful, Become an Akh-Spirit, Akh-Spirit, Useful (n.)",مفيد، روح,2,𓅜𓐍
Ax ib n,"be serviceably minded towards, well-disposed towards",مَيَّال نحو,2,
Ax-bit,Chemmis (place in Buto),خِمِّيس (الاسم اليوناني لمكان في بوتو- كوم الخبيزة),2,𓇇𓆤𓏏𓊖𓄿𓐍𓇇𓆤𓏏𓊖𓆤𓏏𓄿𓐍𓇇𓊖
Ax n(.i) m ib.f,i found favor in his heart,لقد وجدت نعمة (استحسانًا) في عينيه,2,
AxAx,spars (?) of ship,ساريات (؟) السفينة,2,𓄿𓐍𓄿𓐍𓆱𓏥
AxAx,stars,نجوم,2,𓄿𓐍𓄿𓐍𓇼𓇼𓇼
AxAx,grow green (of trees and plants),يخضَّر (للأشجار والنباتات),2,𓄿𓐍𓄿𓐍𓆰
Axyt,still-room (?),حجرة هادئة ساكنة؟,2,𓅜𓐍𓇌𓏏𓉐𓈌𓏏𓉐
Axw,"sunlight, sunshine",ضياء الشمس,2,𓄿𓐍𓅱𓇶𓇶𓅆𓇶𓅱𓀭𓅜𓐍𓇶𓇋𓄿𓐍𓅱𓇶
Axw,"power (of god, etc), mastery (over work)",قوة (الإله، ...الخ)، مهارة (في العمل),2,𓅜𓐍𓅱𓏛𓏥𓅜𓏛𓏥𓅜𓐍𓏛𓏥𓅜𓐍𓏛𓅜𓐍𓏥𓅱
Axwt,useful actions,أعمال نافعة,2,𓏏𓅜𓐍𓏥
Axf,fever (of appetite?),حُمَّى (الشهية؟),2,𓄿𓐍𓆑𓏛
Axfxf,be fiery (?) (of eye),يكون حارق ؟ (للعين)، يكون ناري ؟ (للعين),2,𓄿𓐍𓆑𓐍𓆑𓊮
Axt,eye (of god),عين (الإله),2,
Axt,horizon (tomb of king),افق (مقبرة ملك),2,𓅜𓏏𓈌𓉐
Axt,horizon (where sun rises and sets),أفق (حيث تشرق وتغرب الشمس),2,𓈌𓏏𓉐𓅜𓐍𓏏𓈀
Axt,flame,لهب، شعلة,2,𓅜𓐍𓏏𓊮
Axt,"the beneficent one (the eye of Re), eye (of god)",الخيِّر (عين الإله رع)، عين (الإله),2,𓅜𓐍𓏏𓁺
Axt,uraeus serpent,الصَل المقدس,2,𓅜𓐍𓏏𓆘𓅜𓏏𓆘
Axt,arable land,أرض صالحة للزراعة، حقل,2,𓏏𓅜𓐍𓈇𓏤𓐍𓅜𓏏𓈅𓈅𓅜𓏤
Axt,"what is good, useful, profitable",نافع، مُربِح,2,𓅜𓐍𓏏𓏛𓐍𓅜𓏏𓏥𓏏𓅜𓐍
Axt,inundation season,موسم الفيضان,2,𓆷𓐍𓏏𓆷𓏏𓇳𓄿𓆷𓐍𓏏
Axt Itn,"Akhetaten (lit. Horizon-of-Aten, modern Tell el-Amarna)",اخيتاتون (افق اتون، تل العمارنة),2,
Axty,"horizon-dweller (epithet of god), belonging to the horizon",ساكن الأفق (لقب للإله)، المنتمي للأفق,2,𓈌𓈌𓀭𓏏𓅜𓐍𓈀𓈀𓀭𓅜𓐍𓏏𓈀𓍘𓇋
Axtyw,"horizon-dwellers (epithet of gods), horizon-dwellers (remote people)",ساكني الأفق (لقب للإلهة)، ساكني الأفق (ناس بعيدة),2,𓄿𓐍𓅂𓈓𓈌𓏏𓉐𓅂𓀭𓏪𓈌𓏏𓅂
AXa,"scratch (vb.), scrape, carve, engrave",يخدش، ينقش، ينحت,2,𓄿𓄡𓂝𓂷𓄿𓄡𓂝𓂷𓂡
AXat,"scar (n.), scratch (n.)",خدش، ندبة، كشط,2,𓄿𓄡𓂝𓏏𓂷
AXb,swallow,يبلع,2,𓄿𓄡𓃀𓀁
As,"a type of cake, a type of bread",نوع من الكعك، نوع من الخبز,2,𓄿𓋴𓍬𓂻𓏒𓏥
As,bald-headed vulture,طائر العقاب الأصلع,2,𓄿𓋴𓅯
As,"hurry, flow fast (of water), hasten (oneself), hurrey (oneself), overtake, quickly",يتدفق بسرعة (للمياه)، يُسرِّع، يُسرِع، بسرعة,2,𓄿𓋴𓍬𓂻𓄿𓊃𓍬𓂻
As-ib,impatient,متعجل,2,𓄿𓋴𓍬𓂻𓄣𓏤
Asir,Osiris,اوزوريس,2,𓊨𓁹𓀭
Asb,"fierce (of radiance), glowing (of radiance)",(اشعاع) حاد، (اشعاع) متوهج,2,𓄿𓊃𓃀𓄁𓄿𓋴𓃀𓊮
Asbyw,flames,نيران,2,𓄿𓋴𓃀𓇌𓅱𓊮𓏪
Asrt,"heaven, sky",سماء,2,𓄿𓊃𓂋𓏏𓇯
Asx,reap,يحصد,2,𓄿𓊃𓐍𓌴𓂡𓄿𓋴𓐍𓌴𓄿𓋴𓐍𓂝
Asx,sickle,منجل,2,𓄿𓋴𓐍𓌴
Ast,Isis (name of a divinity),الإلهة إيزيس,2,𓊨𓏏𓆇𓊨𓏏𓁐𓄺𓏏𓁐𓄿𓊨𓏏𓁐𓊨𓏏𓅆
AS,the god of the Libyan desert,معبود الصحراء الليبية,2,𓄿𓈙𓈙𓄿
AS,a type of drink,نوع من الشراب,2,𓄿𓈙𓏲𓏊𓏥
ASr,"roast (vb.), roast meat (n.)",يشوي، لحم مشوي,2,𓄿𓈙𓂋𓊮
ASrt,roast joint,لحم مشوي,2,𓄿𓈙𓂋𓏏𓄹
Aq,"perish, come to grief",يهلك، يخفق، يفنى,2,𓄿𓈎𓅪
Aqw,"ruin (n.), misfortune",بَلِيَّة، خراب,2,𓄿𓈎𓍢𓅪𓏥𓄿𓈎𓅪
AqHw,battle-axe,بلطة قتال,2,𓄿𓈎𓎛𓅱𓌏
Aqs,a type of garment,نوع من الملابس,2,𓄿𓈎𓋴𓍱
Aqd,a star,نجم,2,𓄿𓈎𓂧𓇼𓀭
Ak,be bent (of elbow),منثنٍ (للكوع),2,𓄿𓎡𓂝
Akr,"(name of divinity) earth god Aker, the earth (itself)",آكر (إله الأرض)، الأرض,2,𓄿𓎡𓂋𓀭𓄿𓎡𓂋𓇿
Akrw,earth gods,آلهة الأرض,2,𓄿𓎡𓂋𓆙𓏥𓄿𓎡𓂋𓅆𓈓𓄿𓎡𓂋𓀭𓏪
Agbi,"Water-fullerene, abundance, inundation",فيضان، غمر، زيادة,2,𓄿𓎼𓃀𓇋𓈗
At,"mound of ruins, emptiness",خربة، خلاء,2,𓄿𓏏𓈇
At,"striking power (of god), attack (of cobra)",قوة ضاربة (للإله)، هجوم (للكوبرا),2,𓄿𓏏𓇳𓏤𓄿𓏏𓄁
At,"moment, instant, time (in general)",لحظة، وقت,2,𓄿𓏏𓏯𓇳𓄿𓏏𓇳𓏤𓄿𓏏𓄁𓇳𓄁𓏏𓇳𓄿𓏏𓄁𓇋𓄿𓏏𓄁𓇳
Aty,inexistent,غير موجود,2,𓄿𓏏𓏭𓂜
Atp,coffer,صندوق لوضع الأشياء الثمينة,2,𓄿𓏏𓊪𓀋𓆱
ATp,"load (a ship, etc.), load (a cargo into a ship), be heavy-laden (with trouble)",يُحمِّل (سفينة، ...الخ)، مُثقل (بالمشاكل),2,𓄿𓍿𓊪𓀋𓄿𓏏𓊪𓀋𓀋𓀜𓄿𓏏𓊪𓂡
Atpw,"load (n.), cargo",حِمل، حمولة,2,𓄿𓏏𓊪𓅱𓀋𓀜𓀋𓊪𓍢𓏛𓏥𓀋𓍢𓏛𓏥
Atpwt,"load (n.), cargo",حمولة، حِمل,2,𓄿𓏏𓊪𓅱𓏏𓀋𓂡𓏥𓄿𓏏𓊪𓇌𓏏𓀋
Atf,to be crowned,يتوَّج,2,
Atfw,atef-crown,تاج الآتف,2,𓄿𓏏𓆑𓅱𓋚𓄿𓏏𓆑𓋚𓏥𓄿𓏏𓆑𓅱𓄅𓄿𓏏𓆑𓋚𓋚
AT,nurse (vb.),تُرضِع، تُرَبِّي,2,
ATyt,nurse (n.),مُرَبيَّة، مُرضِعة,2,𓄿𓏏𓇌𓏏𓂾𓁐
ATw,commander,قائد عسكري,2,𓂾𓅱𓀀
ATw,sandals bearer,حامل النعل,2,𓄿𓍿𓅱𓀀
ATwt,bed,سرير,2,𓄿𓍿𓅱𓏏𓆱𓄿𓍘𓇋𓍢𓏏𓆱
Ad,decay (vb.),يَذبُل، يَضعف,2,𓄿𓂧𓐍
Ad,"be savage (of crocodile), be aggressive, be angry (with, at), attack (vb.), anger (n.)",يتوحش (تمساح)، يكون عدواني، يغضب، يهاجم، غضب,2,𓄿𓂧𓆊
Ad,"quiver, palpitate, be tired",يرتجف، يَتعب، يَخفِق,2,𓄿𓂧𓂻
Ad ib,be oppressive,يكون قمعي,2,
Adw,aggressor,مُعتَدي,2,𓄿𓂧𓅱𓆊𓀀𓄿𓂧𓅱𓂝𓀀𓄿𓏏𓆊
Adt,prepare (a sleeping place),إعداد (مكان للنوم),2,𓄿𓂧𓏏𓏯𓀜𓄿𓂧𓏏𓏛𓀜
i,"suffix pronoun 1st person singular: I, me, myself, my",ضمير شخصي للشخص الأول المفرد: أنا، لي,3,𓀀𓅆𓀭𓀻𓇋𓇋𓀀
i,"reeds, leaves (of reeds)",نبات البوص، أوراق (نبات البوص),3,𓇋𓆰𓏥𓇋𓏤𓆰𓏥
i,"O! (interjection), say (vb.), utterance (n.)",أوه (تعجب)، يقول، نُطق,3,𓇋𓀞𓇋𓀁
iA,"praise, adoration",مديح، تهليل,3,𓇋𓄿𓀢
iAA,mounds of rubble,تل من الحطام,3,𓇋𓄿𓄿𓈅𓏥
iAAyt,rod,عود، عصا، صولجان,3,𓇋𓄿𓄿𓇌𓏏𓆰𓇋𓄿𓄿𓏏𓆱𓇋𓄿𓄿𓏏𓆰𓇋𓄿𓄿𓏏𓌂𓇋𓄿𓄿𓏏𓇣
iAi,adore,يتعبد,3,𓇋𓄿𓀢
iAyt,old woman,امرأة مسنة، امرأة عجوز,3,𓇋𓄿𓇌𓏏𓁐𓇋𓄿𓇌𓏏𓀗𓁐𓇋𓄿𓏏𓀗
iAw,adoration,تعبُد,3,𓇋𓄿𓅱𓀢𓇋𓄿𓅱𓀢𓏛𓏥𓇋𓄿𓀢𓇋𓄿𓀢𓏛𓏪𓇋𓀢𓏪𓀢
iAw,old man,عجوز، هَرِم,3,𓇋𓄿𓅱𓀗𓀀𓇋𓄿𓀗
iAwi,"be aged, old age, attain old age",يشيخ، يهرم، شيخوخة,3,𓇋𓄿𓅱𓀗𓇋𓄿𓅱𓏭𓀗𓀗
iAwt,herds,قطعان,3,𓇋𓄿𓏏𓅱𓊑𓄛𓏥
iAwt,old age,شيخوخة,3,𓇋𓄿𓅱𓏏𓀗𓀗𓏏
iAwt,"offices, functions",مناصب، مهام، وظائف,3,𓇋𓄿𓅱𓏏𓊑𓏛𓏥
iAb,the east wind,رياح الشرق,3,𓋁𓊡𓇋𓄿𓃀𓊡
iAby,"left (hand), the left side of, east, eastern",(اليد) اليسرى، الشرق، شرقي، الجانب الايسر من,3,𓋁𓃀𓏭𓂣𓋁𓃀𓈉𓋁𓋁𓃀𓂢𓍋𓃀𓏭𓂢
iAbt,the east wind,رياح الشرق,3,𓋁𓃀𓏏𓊡𓋁𓊡𓏏
iAbt,the East,الشرق,3,𓋁𓃀𓏏𓈉𓋁𓏏𓇋𓄿𓃀𓏏𓋁𓏏𓃀𓊖𓏏𓏤
iAbty,"east, eastern, left-hand, the East",شرق، واقع إلى اليسار، شرقي، الشرق,3,𓋁𓃀𓏏𓏭𓇋𓄿𓃀𓍘𓋁𓃀𓏏𓏭𓈉𓋁𓃀𓏏𓏭𓈙𓋁𓃀𓏏𓏭𓈇𓏏𓋁𓏭
iAbtyw,the east of,الى الشرق من,3,𓋁𓃀𓏏𓅂𓈇𓏤𓋁𓃀𓅂𓈉𓋁𓅂𓈅𓏤
iAbtyw,Easterners,الشرقيون,3,𓋁𓃀𓅂𓀀𓁐𓏥𓋁𓅂𓏥
iAbtt,snare (?),مصيدة (؟),3,𓋁𓃀𓏏𓏏𓆱
iAbtt,the East,الشرق,3,𓋁𓃀𓏏𓏏𓈉𓋁𓃀𓏏𓏏𓈇𓋁𓏏𓏏
imA,"Kind (to), gentle (to), well-disposed (to a temple), pleasing (to), be gracious (to) (of goddess), be delighted (with), charmed (with)",لطيف (مع)، ودود (مع)، سار لـ، لطيف مع (للألهات)، مُبتهج (بـ)، مفتون (بـ),3,𓇋𓌳𓆭𓇋𓄿𓌳𓆭𓅓𓇋𓄿𓅓𓆭𓆭𓅓𓏛𓇋𓄿𓆭𓅓𓇋𓌳𓆭𓅓𓇋𓌳𓅓𓆭
imA,a tree (not date-palm),شجرة (ليست نخيل),3,𓇋𓌳𓆭𓇋𓄿𓆭𓅓𓇋𓌳𓄿𓆭𓆭𓅓𓆭
iAm,offer (to),يعرض (لـ),3,𓇋𓄿𓅓𓌂
iAm,bind (the sacrifice),يربط (الأضحية),3,𓇋𓄿𓅓𓍢
iArw,rushes,نبات الأسل (في الاحراش),3,𓇋𓄿𓂋𓅱𓆰𓏥
iArr,"be dim (of eye), be weak (?) (of heart)",يكون مغشي (العين)، يكون ضعيف (؟) (القلب),3,𓇋𓄿𓂋𓂋𓁼𓇋𓄿𓂋𓂋𓁹𓅪
iArrt,grapes,عنب,3,𓇋𓄿𓂋𓂋𓏏𓁺𓈒𓏥
iArrt,vine,كَرْمَة,3,𓇋𓄿𓂋𓂋𓏏𓇭𓇋𓁹𓂋𓏏𓇭
iAxw,"suunshine, radiance (as god - earlier form ofAxw)",نور الشمس، سطوع ( للإله مثلا - الشكل القديم لـAxw),3,𓇋𓄿𓐍𓅱𓇶𓇋𓄿𓐍𓅱𓀭𓇶𓅱𓀭
iAs,bald,أصلع,3,𓇋𓄿𓋴𓀠𓄿𓊃𓐎𓇋𓋴𓐎𓇋𓋴𓀠
iAS,"call, summon (someone)",ينادي، يستدعي,3,𓇋𓄿𓈙𓀁
iAq,leap (vb.),يقفز,3,
iAqt,"leeks, vegetables (in general)",كُرَّاث، خضروات (بشكل عام),3,𓇋𓄿𓈎𓏏𓆰𓏥
iAkw,the aged,المُسِن,3,𓇋𓄿𓎡𓅱𓀗𓏪
iAkb,"mourning, wailings",حِداد، نواح,3,𓇋𓄿𓎡𓃀𓁸𓇋𓀁𓎡𓃀𓁸𓀁
iAkby,mourners,نادبين، نائحين,3,𓇋𓄿𓎡𓃀𓇌𓁸𓏥
iAkbyt,mourning woman,نادبة، نائحة,3,𓇋𓄿𓎡𓃀𓇌𓏏𓁸𓁐
iAt,Name of divine: A milk goddess,اسم معبودة: إلهة اللبن,3,𓇋𓄿𓏏𓅐
iAt,"mound, ruin",تل، حطام,3,𓇋𓄿𓏏𓈏𓈏𓏏𓏤𓈇𓇋𓏏𓈏
iAt,standard (for cult object),ساري (لشيء معبود),3,𓇋𓄿𓏏𓊾
iAt,"back (of man, of animal), middle (of river, of lake)",ظهر (رجُل، حيوان)، منتصف (نهر أو بحيرة),3,𓇋𓄿𓏏𓄦𓄦𓏏𓏤𓇋𓄿𓏏𓄦𓄹𓇋𓄿𓏏𓄦𓏏𓏤
iAt,"office, function",وظيفة، عمل,3,𓊑𓏏𓏤𓇋𓄿𓏏𓏯𓏛𓏥
iAt nbt,"every office, every official",كل وظيفة، كل موظف,3,𓊑𓏏𓏤𓎟𓏏
iAtyw,mutilation,بتر,3,𓇋𓄿𓏏𓅂𓂿
iAtyw,office-holders,شاغل منصب,3,𓊑𓏏𓄿𓀀𓏪
iAtt,"milk, cream",لبن، قشدة,3,𓌀𓏏𓏏𓏌𓋆𓏏𓏏𓏌𓏏𓏏𓏌
iAT,"be injured, be distorted, be missing (from), abate (of fever)",مجروح، مشوه، مفقود، خفّ (من الحمى),3,𓇋𓄿𓍿𓂿𓅪𓇋𓄿𓏏𓂿
iATw,shambles,فوضى,3,𓇋𓄿𓍿𓅱𓂿𓉐𓏥𓇋𓄿𓏏𓅱𓂿𓉐𓏥𓇋𓄿𓏏𓅂𓉐𓏥
iAdt,tract (of land),قطعة (من الأرض),3,𓇋𓄿𓂧𓏏𓈀𓈇𓏤
iAdt,net,شبكة,3,𓇋𓄿𓂧𓏏𓏯𓍢
iAdt,"dew, pouring rain (in thunderstorm), pestilence, affliction, influence",طل، امطار غزيرة (في عاصفة رعدية)، وباء، محنة، تأثير,3,𓇋𓄿𓂧𓏏𓏯𓇲𓇲𓇋𓂧𓏏𓇲𓇋𓄿𓂧𓏏𓈗
ii,old negation part.,أداة نفى قديمة,3,𓂜𓇋𓇋
ii,"come (of persons, of things, of old ege, of time, of future events), return",يأتي (للأشخاص)، يحدث (للأشياء)، يعود، يبلغ(السن الكبير)، يقترب (للوقت),3,𓇍𓇋𓂻𓇍𓏭𓂻𓇍𓇋𓏮𓂻𓇍𓇍𓇌𓂻
ii m Htp,"come in peace, return safely",يأتي في سلام، يعود سالم,3,𓇍𓇋𓂻𓅓𓊵𓏏𓊪
iiwi,"welcome, hail",مرحبًا، تحية,3,𓇍𓇋𓅱𓇍𓅱𓇍𓇋𓏭𓂻𓍘𓇋𓇍𓇋𓂻𓅱𓏭
iiwi m Htp,welcome,مرحبًا,3,
iiwi sp.f,him in whom fault had occured,هو الذي وقع به الخطأ,3,𓇍𓅱𓊃𓊪𓊗𓆑
iyt,"mishap, trouble, harm, wrong (which is done)",حظ عاثر، حادث، ورطة، ضرر، خطأ (تم),3,𓇍𓇌𓏏𓅪𓏥𓇍𓇌𓏏𓅪𓇍𓇌𓏏𓂻𓅪𓏥𓇍𓇌𓏏𓂻
ia,"ascend, arise (of royal dignity)",يصعد، يرتفع (جلال الملك),3,𓇋𓂝𓉵
ia,tomb,مقبرة,3,𓇋𓂝𓉵
iai,"wash, wash (for gold), wash out (an inscription)",يغسل، يُبهت (نقش)، يغسل (لاستخلاص الذهب),3,𓇋𓂝𓈗𓇋𓂝𓈗𓂡
iai ib,"satisfy someone, slake one's ardour, vent one's feelings",يُرضي شخص ما، يُخمِد حماسته، ينفس عن مشاعره,3,
iai Hr,"wash the face, be vengeful",يغسل الوجه، يكون مُنتقِم,3,
iaaw,cover up (an inscription),يُخفي (نقش),3,𓇋𓂝𓂝𓅱𓂡
iaw,breakfast,وجبة الافطار,3,𓇋𓂝𓅱𓏏𓏊𓈀𓇋𓂝𓏲𓈗𓇳
iaw,washing,غسل,3,𓇋𓂝𓅱𓈗
iaw n ib,angry speech,خطاب غاضب,3,
iaw-r,breakfast (lit. 'mouth wash'),غسل الفم (وجبة الافطار),3,𓇋𓂝𓅱𓈗𓂋𓏤
iab,"be united (with), assemble (of persons), join (someone), unite (limbs, bones of deceased), present (to)",يتحد (مع)، يجمع (اشخاص)، ينضم (لشخص)، يجمع معًا (أطراف، عظام المتوفى)، يمنح,3,𓇋𓂝𓎺𓃀𓏛𓇋𓂝𓃀𓎺𓂝𓃀𓄏𓏛𓂝𓎺𓃀
iab,heap up (corn with a pitchfork),يكوم (الذرة باستخدام مذراة),3,𓇋𓂝𓃀𓄏
iab,bowl,سلطانية,3,𓇋𓂝𓃀𓎺
iaf,"wring out (clothes), squeeze out (grape-juice), squeeze out (moisture)",يعصر (ملابس)، يعصر للتجفيف، يستخرج بالعصر (عصير العنب),3,𓇋𓂝𓆑𓂝𓂝𓆑𓂡𓂝𓂝𓆑𓍢𓂡
ian,baboon,قرد البابون,3,𓇋𓂝𓈖𓂝𓃷𓂝𓂝𓈖𓂝𓃷𓂝𓈖𓂝𓃷
ianw,"greeting (?), greeting to, hail to, woe",تحية (؟)، ضراء,3,𓇋𓂝𓈖𓏌𓅱𓀁𓇋𓂝𓈖𓏌𓏤𓏛
iart,abode (of god),مقر (إله),3,𓇋𓂝𓂋𓏏𓉐
iart,uraeus,صل,3,
iaH,"moon (as satellite), moon (as god)",قمر، إله القمر,3,𓇹𓇋𓂝𓎛𓌤𓇹𓇋𓂝𓎛𓇹𓇺𓀭𓇋𓎛𓇺𓅆
iw,welcome!,مرحبًا,3,𓂻𓅱
iw,hump-back,أحدب,3,
iw,"is, are",يكون، يكونون,3,𓇋𓅱
iw,"wrongdoing, injustice",إثم، ظلم,3,𓃛𓅱𓅪𓃛𓅪
iw,dog,كلب,3,𓃛𓅱𓃡
iw,"lament, cry out",ينوح، يصرخ,3,𓃛𓅱𓀁
iw,island,جزيرة,3,𓈀𓈇𓏤
iw,"come (of persons and living creatures), come (of things, of time, of future events), come (of abstracts, e.g. truth), return",يأتي (للأشخاص والكائنات الحية)، يحدث (للاشياء، الاحداث المستقبلية)، يقترب (للوقت)، يحدث (اشياء معنوية مثل العدالة....الخ)، يعود,3,𓂻𓅱
iw,see,انظر,3,𓇋𓅱
iw pn n kA,this phantom island,هذه الجزيرة الشبحية,3,𓈀𓈇𓏤𓊪𓈖𓈖𓂓𓏤
iw.f aA.f,a rising man,رجل صاعد,3,
iw.f pw,It’s finished (at end of text),تم (تأتى في نهاية النص),3,𓂻𓅱𓆑𓊪𓅱
iw m Htp,"come in peace, arrive safely",يأتي في سلام، يصل بسلام,3,𓂻𓅱𓅓𓊵𓏏𓊪
iw n nTr,sin against god,خطيئة ضد الإله,3,
iwA,beef,لحم البقر,3,𓇋𓍯𓄿𓄹
iwA,"ox, (in plural) long-horned cattle",ثور,3,𓇋𓍯𓄿𓃒𓇋𓍯𓃒
iwA n wADt,raw beef,لحم غير مطهي,3,
iwAyt,"female representative, female substitute, female helper",عاملة بديلة، عاملة معاونة,3,𓇋𓍯𓄿𓇌𓏏𓁐
iwAw,long horned cattle,ماشية ذات قرون طويلة,3,
iwAw,cattle,قطيع ماشية,3,𓃒𓏥
iwi,"be boatless, strand, leave boatless",يكون بلا قارب، يرحل بلا قارب، يترك قاربه,3,𓃛𓅱𓊛𓇋𓅱𓇌𓊛
iwiw,dog,كلب,3,𓃛𓅱𓃛𓅱𓃡𓃛𓅱𓊗𓏮𓄛
iwit,wrongdoing,إثم، شر,3,𓃛𓅱𓇋𓏏
iwywt,public places,اماكن عامة,3,
iwyt,"house, sanctuary, quarter (of town)",منزل، مكان مقدس، حي (في مدينة صغيرة),3,𓃛𓅱𓇌𓏏𓉐
iwyt,wrongdoing,إثم، فعل الشر,3,𓃛𓅱𓇌𓏏𓅪𓏥𓃛𓏏𓅱𓃛𓏏𓅪𓏥
iwa,reward (vb.),يكافئ,3,𓃛𓅱𓂝𓂡
iwa,"inherit, inherit from (someone), succeed (someone), act as heir (perform his funerary duties)",يرث، يرث من (شخص)، يخلُف (شخص)، يتصرف كوريث (يؤدي واجباته الجنائزية),3,𓃛𓂝𓄯𓃛𓂝𓅱𓄯𓇋𓅱𓂝𓄯𓅱𓂝𓄯
iwayt,troops,قوات عسكرية، كتيبة,3,𓃛𓂝𓇌𓏏𓄯𓀀𓏥𓃛𓂝𓏏𓀀𓏥𓇋𓂝𓇌𓏏𓀀𓏥
iwaw,heirs,ورثة,3,𓃛𓅱𓂝𓅱𓀀𓁐𓏥
iwaw,ring,خاتم، حلقة,3,𓃛𓅱𓂝𓅱𓋪𓋪
iwaw,heir (of endowed stela and statue),وارث (لوحة أو تمثال موهوب),3,𓃛𓂝𓅱𓄯𓀀𓃛𓅱𓂝𓄯𓇋𓂝𓄯
iwaw,"thigh (of man), leg (of beef)",فخذ (رجُل)، فخذ (بقر),3,𓃛𓅱𓂝𓅱𓄯𓄹𓃛𓂝𓄯
iwat,"inheritance, heritage",ميراث,3,𓃛𓂝𓏏𓄯𓏛𓏥𓄯𓏏𓏛𓏥𓃛𓂝𓏏𓏯𓏛𓏥𓃛𓅱𓂝𓂝𓏏𓄯𓏛𓏥𓃛𓏏𓅱𓄯𓃛𓏏𓄯𓏛𓃛𓂝𓏏𓄯
iwat,heiress,وريثة,3,𓃛𓂝𓏏𓄯
iww,boatless person,شخص بدون مركب,3,𓃛𓃛
iwbt,crumb (of bread i.e not crust),كسرة خبز (لُب),3,𓇋𓅱𓃀𓏏𓈀
iwf,"flesh (of man), meat, meat (of fish)",لحم (انسان)، لحم (طعام)، لحم (سمك),3,𓇋𓅱𓆑𓄹𓄹𓄹𓇋𓆑𓄹𓇋𓍢𓆑𓄹𓏥𓇋𓆑𓄹𓏥
iwms,misstatement,بيان غير صحيح,3,𓇋𓅱𓄟𓋴𓀁𓇋𓄟𓋴𓀁𓄿𓄟𓋴𓅪𓏥
iwn,"complexion, colour, nature, disposition",لون بشرة، طبيعة، استعداد، طبع,3,𓇋𓃹𓈖𓁸𓇋𓃹𓈖𓄛𓇋𓃹𓈖𓁸𓏛
iwn,pillar,عمود,3,𓉺
iwn mwt.f,pillar of his mother (epithet of the young horus and a priestly title),عامود أمه (نعت لحورس الصغير ولقب كهنوتي),3,
iwn n fnD,the nasal bone,عظم الأنف,3,
iwn knmwt,a priestly title (support of the kenmut - people of the leopard skin (?)),لقب كهنوتي,3,
iwni,Hermonthis (name of location - Armant),هيرمونثيس (مدينة ارمنت),3,𓉺𓈖𓇋𓊖𓉺𓈖𓏭𓊖
iwnyt,Latopolis (name of location - Esna),لاتوبوليس (مدينة إسنا),3,𓉺𓇌𓏏𓊖
iwnyt,pillared hall,صالة معمدة,3,𓉺𓉺𓉺𓏏𓉐𓉺𓏌𓇌𓏏𓉐𓃛𓅱𓈖𓇋𓇋𓏏𓉐
iwnw,Heliopolis,عين شمس,3,𓉺𓏌𓊖
iwnw Sma,Thebes (southern Heliopolis),طيبة (عين شمس الجنوبية),3,
iwnn,sanctuary,قُدس، حرم,3,𓃛𓅱𓈖𓈖𓉐𓃛𓈖𓈖𓉐
iwnt,Denderah,دندرة,3,𓉺𓈖𓏏𓊖
iwnt,bow,قوس,3,𓉺𓏏𓏤𓉺𓏏𓌔
iwntyw,tribesmen (literally bowmen),رجال القبائل (رجال الأقواس),3,𓉺𓏤𓏥𓌙𓀏𓏥𓉺𓏏𓏤𓏪𓉺𓉺𓉺𓉺
iwr,"conceive (a child), become pregnant",تحمل (طفل)، تصبح حامل,3,𓃛𓅱𓅨𓂋𓁑𓃛𓂋𓁑𓃛𓅱𓅨𓂋𓏯
iwryt,"beans, cowpea",فاصوليا، لوبيا,3,𓃛𓂋𓇌𓏏𓈒𓏥
iwh,load (vb.),يملأ، يُعبئ,3,𓃛𓏲𓉔𓂢𓂡
